date,year,month,month_name,quarter,product_name,category,region,units_sold,unit_price_inr,revenue_inr,stock_start,stock_end,stockout_flag,lag_1_units,lag_3_units,rolling_avg_3,units_sold_clean,month_sin,month_cos,is_q4,is_winter,is_diwali_month,year_index
2022-03-01,2022,3,March,Q1,Fluox-20,Antidepressant,West,348,3.5,1218.0,400,417,0,346.0,319.0,337.0,348.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Fluox-20,Antidepressant,West,315,3.5,1102.5,419,428,0,348.0,317.0,336.3,315.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Fluox-20,Antidepressant,West,341,3.5,1193.5,474,503,0,315.0,346.0,334.7,341.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Fluox-20,Antidepressant,West,318,3.5,1113.0,375,391,0,341.0,348.0,324.7,318.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Fluox-20,Antidepressant,West,298,3.5,1043.0,337,307,0,318.0,315.0,319.0,298.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Fluox-20,Antidepressant,West,284,3.5,994.0,293,288,0,298.0,341.0,300.0,284.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Fluox-20,Antidepressant,West,280,3.5,980.0,318,323,0,284.0,318.0,287.3,280.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Fluox-20,Antidepressant,West,233,3.5,815.5,232,228,0,280.0,298.0,265.7,233.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Fluox-20,Antidepressant,West,319,3.5,1116.5,415,407,0,233.0,284.0,277.3,319.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Fluox-20,Antidepressant,West,331,3.5,1158.5,355,353,0,319.0,280.0,294.3,331.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Fluox-20,Antidepressant,West,336,3.5,1176.0,461,432,0,331.0,233.0,328.7,336.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Fluox-20,Antidepressant,West,272,3.5,952.0,274,295,0,336.0,319.0,313.0,272.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Fluox-20,Antidepressant,West,306,3.5,1071.0,329,357,0,272.0,331.0,304.7,306.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Fluox-20,Antidepressant,West,342,3.5,1197.0,385,356,0,306.0,336.0,306.7,342.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Fluox-20,Antidepressant,West,309,3.5,1081.5,256,273,0,342.0,272.0,319.0,309.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Fluox-20,Antidepressant,West,337,3.5,1179.5,378,377,0,309.0,306.0,329.3,337.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Fluox-20,Antidepressant,West,286,3.5,1001.0,365,359,0,337.0,342.0,310.7,286.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Fluox-20,Antidepressant,West,342,3.5,1197.0,290,316,0,286.0,309.0,321.7,342.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Fluox-20,Antidepressant,West,313,3.5,1095.5,355,356,0,342.0,337.0,313.7,313.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Fluox-20,Antidepressant,West,224,3.5,784.0,245,259,0,313.0,286.0,293.0,224.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Fluox-20,Antidepressant,West,312,3.5,1092.0,315,336,0,224.0,342.0,283.0,312.0,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Fluox-20,Antidepressant,West,357,3.5,1249.5,434,434,0,312.0,313.0,297.7,357.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Fluox-20,Antidepressant,West,337,3.5,1179.5,292,288,0,357.0,224.0,335.3,337.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Fluox-20,Antidepressant,West,367,3.5,1284.5,459,481,0,337.0,312.0,353.7,367.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Fluox-20,Antidepressant,West,409,3.5,1431.5,330,327,0,367.0,357.0,371.0,409.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Fluox-20,Antidepressant,West,355,3.5,1242.5,297,320,0,409.0,337.0,377.0,355.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Fluox-20,Antidepressant,West,293,3.5,1025.5,391,387,0,355.0,367.0,352.3,293.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Fluox-20,Antidepressant,West,331,3.5,1158.5,390,361,0,293.0,409.0,326.3,331.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Fluox-20,Antidepressant,West,315,3.5,1102.5,291,292,0,331.0,355.0,313.0,315.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Fluox-20,Antidepressant,West,334,3.5,1169.0,366,379,0,315.0,293.0,326.7,334.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Fluox-20,Antidepressant,West,325,3.5,1137.5,420,387,0,334.0,331.0,324.7,325.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Fluox-20,Antidepressant,West,280,3.5,980.0,237,228,0,325.0,315.0,313.0,280.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Fluox-20,Antidepressant,West,344,3.5,1204.0,461,431,0,280.0,334.0,316.3,344.0,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Fluox-20,Antidepressant,West,377,3.5,1319.5,458,452,0,344.0,325.0,333.7,377.0,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Lithosun-SR,Psychotropic,Central,92,5.1,469.2,111,110,0,85.0,86.0,83.85,92.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Lithosun-SR,Psychotropic,Central,79,5.1,402.9,108,102,0,92.0,86.0,83.85,79.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Lithosun-SR,Psychotropic,Central,75,5.1,382.5,98,97,0,79.0,86.0,82.0,75.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Lithosun-SR,Psychotropic,Central,87,5.1,443.7,75,68,0,75.0,92.0,80.3,87.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Lithosun-SR,Psychotropic,Central,79,5.1,402.9,91,87,0,87.0,79.0,80.3,79.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Lithosun-SR,Psychotropic,Central,86,5.1,438.6,85,85,0,79.0,75.0,84.0,86.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Lithosun-SR,Psychotropic,Central,87,5.1,443.7,71,78,0,86.0,87.0,84.0,87.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Lithosun-SR,Psychotropic,Central,78,5.1,397.8,87,90,0,87.0,79.0,83.7,78.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Lithosun-SR,Psychotropic,Central,77,5.1,392.7,70,72,0,78.0,86.0,80.7,77.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Lithosun-SR,Psychotropic,Central,63,5.1,321.3,83,83,0,77.0,87.0,72.7,63.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Lithosun-SR,Psychotropic,Central,79,5.1,402.9,97,103,0,63.0,78.0,73.0,79.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Lithosun-SR,Psychotropic,Central,73,5.1,372.3,100,96,0,79.0,77.0,71.7,73.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Lithosun-SR,Psychotropic,Central,96,5.1,489.6,86,79,0,73.0,63.0,82.7,96.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Lithosun-SR,Psychotropic,Central,86,5.1,438.6,96,103,0,96.0,79.0,85.0,86.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Lithosun-SR,Psychotropic,Central,95,5.1,484.5,87,90,0,86.0,73.0,92.3,95.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Lithosun-SR,Psychotropic,Central,89,5.1,453.9,117,118,0,95.0,96.0,90.0,89.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Lithosun-SR,Psychotropic,Central,88,5.1,448.8,100,104,0,89.0,86.0,90.7,88.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Lithosun-SR,Psychotropic,Central,85,5.1,433.5,84,81,0,88.0,95.0,87.3,85.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Lithosun-SR,Psychotropic,Central,66,5.1,336.6,53,50,0,85.0,89.0,79.7,66.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Lithosun-SR,Psychotropic,Central,83,5.1,423.3,69,76,0,66.0,88.0,78.0,83.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Lithosun-SR,Psychotropic,Central,74,5.1,377.4,67,69,0,83.0,85.0,74.3,74.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Lithosun-SR,Psychotropic,Central,83,5.1,423.3,113,114,0,74.0,66.0,80.0,83.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Lithosun-SR,Psychotropic,Central,83,5.1,423.3,97,96,0,83.0,83.0,80.0,83.0,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Lithosun-SR,Psychotropic,Central,105,5.1,535.5,121,120,0,83.0,74.0,90.3,105.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Lithosun-SR,Psychotropic,Central,86,5.1,438.6,80,77,0,105.0,83.0,91.3,86.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Lithosun-SR,Psychotropic,Central,82,5.1,418.2,93,96,0,86.0,83.0,91.0,82.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Lithosun-SR,Psychotropic,Central,100,5.1,510.0,135,129,0,82.0,105.0,89.3,100.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Lithosun-SR,Psychotropic,Central,90,5.1,459.0,73,69,0,100.0,86.0,90.7,90.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Lithosun-SR,Psychotropic,Central,90,5.1,459.0,92,98,0,90.0,82.0,93.3,90.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Lithosun-SR,Psychotropic,Central,88,5.1,448.8,77,83,0,90.0,100.0,89.3,88.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Lithosun-SR,Psychotropic,Central,87,5.1,443.7,120,118,0,88.0,90.0,88.3,87.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Lithosun-SR,Psychotropic,Central,95,5.1,484.5,79,82,0,87.0,90.0,90.0,95.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Lithosun-SR,Psychotropic,Central,75,5.1,382.5,76,74,0,95.0,88.0,85.7,75.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Lithosun-SR,Psychotropic,Central,79,5.1,402.9,109,113,0,75.0,87.0,83.0,79.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Lithosun-SR,Psychotropic,Central,81,5.1,413.1,87,91,0,79.0,95.0,78.3,81.0,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Lithosun-SR,Psychotropic,Central,89,5.1,453.9,105,107,0,81.0,75.0,83.0,89.0,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Lithosun-SR,Psychotropic,East,140,5.1,714.0,175,161,0,155.0,155.0,153.5,140.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Lithosun-SR,Psychotropic,East,123,5.1,627.3,149,142,0,140.0,155.0,153.5,123.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Lithosun-SR,Psychotropic,East,149,5.1,759.9,199,190,0,123.0,155.0,137.3,149.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Lithosun-SR,Psychotropic,East,154,5.1,785.4,193,196,0,149.0,140.0,142.0,154.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Lithosun-SR,Psychotropic,East,157,5.1,800.7,154,152,0,154.0,123.0,153.3,157.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Lithosun-SR,Psychotropic,East,143,5.1,729.3,126,125,0,157.0,149.0,151.3,143.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Lithosun-SR,Psychotropic,East,161,5.1,821.1,206,196,0,143.0,154.0,153.7,161.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Lithosun-SR,Psychotropic,East,143,5.1,729.3,143,152,0,161.0,157.0,149.0,143.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Lithosun-SR,Psychotropic,East,144,5.1,734.4,172,171,0,143.0,143.0,149.3,144.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Lithosun-SR,Psychotropic,East,111,5.1,566.1,138,136,0,144.0,161.0,132.7,111.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Lithosun-SR,Psychotropic,East,157,5.1,800.7,211,201,0,111.0,143.0,137.3,157.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Lithosun-SR,Psychotropic,East,167,5.1,851.7,178,178,0,157.0,144.0,145.0,167.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Lithosun-SR,Psychotropic,East,155,5.1,790.5,155,165,0,167.0,111.0,159.7,155.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Lithosun-SR,Psychotropic,East,182,5.1,928.2,209,222,0,155.0,157.0,168.0,182.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Lithosun-SR,Psychotropic,East,169,5.1,861.9,181,181,0,182.0,167.0,168.7,169.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Lithosun-SR,Psychotropic,East,180,5.1,918.0,218,230,0,169.0,155.0,177.0,180.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Lithosun-SR,Psychotropic,East,158,5.1,805.8,221,206,0,180.0,182.0,169.0,158.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Lithosun-SR,Psychotropic,East,136,5.1,693.6,173,171,0,158.0,169.0,158.0,136.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Lithosun-SR,Psychotropic,East,168,5.1,856.8,196,194,0,136.0,180.0,154.0,168.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Lithosun-SR,Psychotropic,East,174,5.1,887.4,224,231,0,168.0,158.0,159.3,174.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Lithosun-SR,Psychotropic,East,147,5.1,749.7,145,148,0,174.0,136.0,163.0,147.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Lithosun-SR,Psychotropic,East,138,5.1,703.8,190,189,0,147.0,168.0,153.0,138.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Lithosun-SR,Psychotropic,East,141,5.1,719.1,178,171,0,138.0,174.0,142.0,141.0,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Lithosun-SR,Psychotropic,East,166,5.1,846.6,135,139,0,141.0,147.0,148.3,166.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Lithosun-SR,Psychotropic,East,169,5.1,861.9,162,147,0,166.0,138.0,158.7,169.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Lithosun-SR,Psychotropic,East,143,5.1,729.3,160,154,0,169.0,141.0,159.3,143.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Lithosun-SR,Psychotropic,East,167,5.1,851.7,143,141,0,143.0,166.0,159.7,167.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Lithosun-SR,Psychotropic,East,166,5.1,846.6,141,149,0,167.0,169.0,158.7,166.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Lithosun-SR,Psychotropic,East,147,5.1,749.7,170,170,0,166.0,143.0,160.0,147.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Lithosun-SR,Psychotropic,East,171,5.1,872.1,154,160,0,147.0,167.0,161.3,171.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Lithosun-SR,Psychotropic,East,142,5.1,724.2,144,131,0,171.0,166.0,153.3,142.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Lithosun-SR,Psychotropic,East,151,5.1,770.1,176,180,0,142.0,147.0,154.7,151.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Lithosun-SR,Psychotropic,East,157,5.1,800.7,154,157,0,151.0,171.0,150.0,157.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Lithosun-SR,Psychotropic,East,112,5.1,571.2,140,131,0,157.0,142.0,140.0,112.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Lithosun-SR,Psychotropic,East,164,5.1,836.4,145,139,0,112.0,151.0,144.3,164.0,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Lithosun-SR,Psychotropic,East,182,5.1,928.2,173,185,0,164.0,157.0,152.7,182.0,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Lithosun-SR,Psychotropic,North,268,5.1,1366.8,221,240,0,259.0,259.0,257.3,268.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Lithosun-SR,Psychotropic,North,247,5.1,1259.7,238,262,0,268.0,259.0,257.3,247.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Lithosun-SR,Psychotropic,North,263,5.1,1341.3,276,283,0,247.0,259.0,259.3,263.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Lithosun-SR,Psychotropic,North,277,5.1,1412.7,382,364,0,263.0,268.0,262.3,277.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Lithosun-SR,Psychotropic,North,232,5.1,1183.2,213,212,0,277.0,247.0,257.3,232.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Lithosun-SR,Psychotropic,North,193,5.1,984.3,234,247,0,232.0,263.0,234.0,193.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Lithosun-SR,Psychotropic,North,231,5.1,1178.1,189,169,0,193.0,277.0,218.7,231.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Lithosun-SR,Psychotropic,North,249,5.1,1269.9,206,208,0,231.0,232.0,224.3,249.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Lithosun-SR,Psychotropic,North,218,5.1,1111.8,288,275,0,249.0,193.0,232.7,218.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Lithosun-SR,Psychotropic,North,215,5.1,1096.5,181,160,0,218.0,231.0,227.3,215.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Lithosun-SR,Psychotropic,North,283,5.1,1443.3,309,330,0,215.0,249.0,238.7,283.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Lithosun-SR,Psychotropic,North,262,5.1,1336.2,237,223,0,283.0,218.0,253.3,262.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Lithosun-SR,Psychotropic,North,230,5.1,1173.0,290,273,0,262.0,215.0,258.3,230.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Lithosun-SR,Psychotropic,North,278,5.1,1417.8,228,241,0,230.0,283.0,256.7,278.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Lithosun-SR,Psychotropic,North,277,5.1,1412.7,274,274,0,278.0,262.0,261.7,277.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Lithosun-SR,Psychotropic,North,239,5.1,1218.9,330,310,0,277.0,230.0,264.7,239.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Lithosun-SR,Psychotropic,North,280,5.1,1428.0,260,268,0,239.0,278.0,265.3,280.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Lithosun-SR,Psychotropic,North,261,5.1,1331.1,346,340,0,280.0,277.0,260.0,261.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Lithosun-SR,Psychotropic,North,278,5.1,1417.8,287,284,0,261.0,239.0,273.0,278.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Lithosun-SR,Psychotropic,North,288,5.1,1468.8,296,290,0,278.0,280.0,275.7,288.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Lithosun-SR,Psychotropic,North,227,5.1,1157.7,247,235,0,288.0,261.0,264.3,227.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Lithosun-SR,Psychotropic,North,220,5.1,1122.0,199,200,0,227.0,278.0,245.0,220.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Lithosun-SR,Psychotropic,North,263,5.1,1341.3,246,230,0,220.0,288.0,236.7,263.0,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Lithosun-SR,Psychotropic,North,273,5.1,1392.3,314,295,0,263.0,227.0,252.0,273.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Lithosun-SR,Psychotropic,North,252,5.1,1285.2,266,276,0,273.0,220.0,262.7,252.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Lithosun-SR,Psychotropic,North,251,5.1,1280.1,211,211,0,252.0,263.0,258.7,251.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Lithosun-SR,Psychotropic,North,259,5.1,1320.9,294,317,0,251.0,273.0,254.0,259.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Lithosun-SR,Psychotropic,North,286,5.1,1458.6,297,277,0,259.0,252.0,265.3,286.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Lithosun-SR,Psychotropic,North,252,5.1,1285.2,214,236,0,286.0,251.0,265.7,252.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Lithosun-SR,Psychotropic,North,262,5.1,1336.2,346,362,0,252.0,259.0,266.7,262.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Lithosun-SR,Psychotropic,North,258,5.1,1315.8,300,313,0,262.0,286.0,257.3,258.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Lithosun-SR,Psychotropic,North,266,5.1,1356.6,262,262,0,258.0,252.0,262.0,266.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Lithosun-SR,Psychotropic,North,241,5.1,1229.1,292,270,0,266.0,262.0,255.0,241.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Lithosun-SR,Psychotropic,North,230,5.1,1173.0,298,308,0,241.0,258.0,245.7,230.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Lithosun-SR,Psychotropic,North,274,5.1,1397.4,237,239,0,230.0,266.0,248.3,274.0,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Lithosun-SR,Psychotropic,North,244,5.1,1244.4,325,347,0,274.0,241.0,249.3,244.0,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Lithosun-SR,Psychotropic,South,158,5.1,805.8,218,232,0,183.0,183.0,186.15,158.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Lithosun-SR,Psychotropic,South,161,5.1,821.1,144,153,0,158.0,183.0,186.15,161.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Lithosun-SR,Psychotropic,South,182,5.1,928.2,189,180,0,161.0,183.0,167.0,182.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Lithosun-SR,Psychotropic,South,187,5.1,953.7,236,248,0,182.0,158.0,176.7,187.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
